Title,Link
"Association of Public Health Interventions with the Epidemiology of the COVID-19 Outbreak in Wuhan, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083187947&doi=10.1001%2fjama.2020.6130&partnerID=40&md5=c076cd1bf113f8d0ed2a5a838788e3a1"
"Resuming elective surgical services in times of COVID-19 infection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085345402&doi=10.1136%2ftsaco-2020-000511&partnerID=40&md5=2dc637b141ed9197f0f41de1b1e26c2e"
"Decoding the evolution and transmissions of the novel pneumonia coronavirus (SARS-CoV-2 / HCoV-19) using whole genomic data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617403&doi=10.24272%2fj.issn.2095-8137.2020.022&partnerID=40&md5=085479c01245784b12dad3f5ae7dd69a"
"COVID-19 — Toward a comprehensive understanding of the disease","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617247&doi=10.5603%2fCJ.a2020.0065&partnerID=40&md5=abc8e6849eea99356790159c1b15bf4c"
"Zoonotic origins of human coronavirus 2019 (HCoV-19 / SARS-CoV-2): why is this work important?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084695452&doi=10.24272%2fj.issn.2095-8137.2020.031&partnerID=40&md5=eca272873b93d142659a18f4c7a5a8a8"
"SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083169232&doi=10.15252%2fembj.20105114&partnerID=40&md5=04de1fdac8afb2ff5af3f21d5a062a3b"
"Rationale for the clinical use of adipose-derived mesenchymal stem cells for COVID-19 patients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084863833&doi=10.1186%2fs12967-020-02380-2&partnerID=40&md5=feab101ab893430c7aa01822b9e2eb05"
"COVID-19 challenge for modern medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083419362&doi=10.5603%2fCJ.a2020.0055&partnerID=40&md5=2f0d6a68dfd7d27ee67d43feff6f7216"
"Assessing the impact of non-pharmaceutical interventions on SARS-CoV-2 transmission in Switzerland","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085904114&doi=10.4414%2fsmw.2020.20295&partnerID=40&md5=6a37a2d1f87969738981293c1e17a83b"
"Chest CT imaging characteristics of COVID-19 pneumonia in preschool children: A retrospective study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084913318&doi=10.1186%2fs12887-020-02140-7&partnerID=40&md5=5957ed70f32067c9deef8f02f73ff8e0"
"Musculoskeletal symptoms in SARS-CoV-2 (COVID-19) patients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084786358&doi=10.1186%2fs13018-020-01702-w&partnerID=40&md5=a9f6eef3526c0fa8268e64bffde6b5dc"
"Challenges and cares to promote rational use of chloroquine and hydroxychloroquine in the management of coronavirus disease 2019 (COVID-19) pandemic: a timely review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083419355&doi=10.1080%2f10937404.2020.1752340&partnerID=40&md5=bcd4e4b1c2ee51bc2cb39f43fb3e4d8e"
"D-dimer and mortality in COVID-19: a self-fulfilling prophecy or a pathophysiological clue?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085539526&doi=10.4414%2fsmw.2020.20293&partnerID=40&md5=34694570a3d0f722384c646be5b51988"
"COVID-19 outbreak on the Diamond Princess cruise ship: estimating the epidemic potential and effectiveness of public health countermeasures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083067553&doi=10.1093%2fjtm%2ftaaa030&partnerID=40&md5=d4537a2c643b292b41b9c63aa0241a34"
"SARS-CoV-2 and Legionella co-infection in a person returning from a Nile cruise","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083865587&doi=10.1093%2fjtm%2ftaaa053&partnerID=40&md5=759f3da1d05e0474ec95e7297e9e6dc0"
"ESMO Management and treatment adapted recommendations in the COVID-19 era: Pancreatic Cancer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084906571&doi=10.1136%2fesmoopen-2020-000804&partnerID=40&md5=06f229cc2884ee9645d318a3fc012abd"
"High population densities catalyse the spread of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083273946&doi=10.1093%2fjtm%2ftaaa038&partnerID=40&md5=8aa9fa448164d58dee9958e0c739ed90"
"Hypothesis: angiotensin-converting enzyme inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082757405&doi=10.1093%2fjtm%2ftaaa041&partnerID=40&md5=ac04ab4ff5189812d8e3a71d174abda5"
"Interrupting transmission of COVID-19: lessons from containment efforts in Singapore","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082201442&doi=10.1093%2fjtm%2ftaaa039&partnerID=40&md5=7ce7aa1bf03496089bff14f31438eecb"
"Storm, typhoon, cyclone or hurricane in patients with COVID-19? Beware of the same storm that has a different origin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084869727&doi=10.1136%2frmdopen-2020-001295&partnerID=40&md5=01763e0caccc0865835a54db805b4967"
"Mining the Characteristics of COVID-19 Patients in China: Analysis of Social Media Posts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084942209&doi=10.2196%2f19087&partnerID=40&md5=ffe8c820b72dddb3ed6a669d9839665f"
"Remdesivir in adults with severe COVID-19: a randomised, double-blind, placebo-controlled, multicentre trial","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084368001&doi=10.1016%2fS0140-6736%2820%2931022-9&partnerID=40&md5=698fceb657864834a38812e088e80584"
"Is SARS-CoV-2 Vertically Transmitted?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085625589&doi=10.3389%2ffped.2020.00276&partnerID=40&md5=d720c74d8a87fbc8e09402feaca43dc1"
"Family cluster of child SARS-CoV-2 infections: a case report [一起家庭聚集性儿童感染新型冠状病毒分析]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083393335&doi=10.14188%2fj.1671-8852.2020.0078&partnerID=40&md5=5dd64b22817cee14e9adea0c24d10f2d"
"Humoral Immune Responses in COVID-19 Patients: A Window on the State of the Art","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085510094&doi=10.3389%2ffimmu.2020.01049&partnerID=40&md5=0c6f0f70eb6a74a0f470df02e096cd35"
"Immune environment modulation in pneumonia patients caused by coronavirus: SARS-CoV, MERS-CoV and SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084964650&doi=10.18632%2faging.103101&partnerID=40&md5=b37cd9c2d3e7e9958f5b4dc37d3e2b5f"
"Coronavirus Disease 2019 (COVID-19) in Neonates and Children From China: A Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085596732&doi=10.3389%2ffped.2020.00287&partnerID=40&md5=ff9d69f8543671f1c7fefa4d49f6db33"
"Battling COVID-19 Pandemic: Sphingosine-1-Phosphate Analogs as an Adjunctive Therapy?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085492166&doi=10.3389%2ffimmu.2020.01102&partnerID=40&md5=154d31ae15b747817bb019e2e3657224"
"Standardized measures of the fever clinic for the prevention, control, diagnosis, and treatment of COVID-19 [发热门诊中新型冠状病毒肺炎的规范化防控与诊治]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083394099&doi=10.14188%2fj.1671-8852.2020.0079&partnerID=40&md5=06dc1a6612e65ac0546463c9683329a5"
"COVID-19 in Africa: care and protection for frontline healthcare workers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084787476&doi=10.1186%2fs12992-020-00574-3&partnerID=40&md5=9f3303e510d1a6e04a203bef742b216d"
"Structure of the RNA-dependent RNA polymerase from COVID-19 virus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084371035&doi=10.1126%2fscience.abb7498&partnerID=40&md5=512c85a6409673ce1cdd469a16af7d9a"
"High SARS-CoV-2 Attack Rate Following Exposure at a Choir Practice - Skagit County, Washington, March 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084786253&doi=10.15585%2fmmwr.mm6919e6&partnerID=40&md5=a7d21322f4cf71bee9caccbadb1e22fd"
"Interferon-α2b Treatment for COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085526689&doi=10.3389%2ffimmu.2020.01061&partnerID=40&md5=108d4ebec4a8a9e9f2bca1e353e6b632"
"Therapeutic Algorithm for Use of Melatonin in Patients With COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085527592&doi=10.3389%2ffmed.2020.00226&partnerID=40&md5=6770c9f115beb5ed7e4bb6091dd6f0dc"
"COVID-19, Australia: Epidemiology Report 15 (Reporting week to 23:59 AEST 10 May 2020)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085156063&doi=10.33321%2fcdi.2020.44.43&partnerID=40&md5=b69f373adcc577c3adbe7a12cfe94994"
"CT findings in 2019 novel coronavirus disease (COVID-19) patients [新型冠状病毒肺炎的CT影像学表现]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083361354&doi=10.14188%2fj.1671-8852.2020.0061&partnerID=40&md5=b83b4fe53649e46624f511924464ea4b"
"Preliminary Estimate of Excess Mortality During the COVID-19 Outbreak - New York City, March 11-May 2, 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084785343&doi=10.15585%2fmmwr.mm6919e5&partnerID=40&md5=f0f696dd80d4f6d546f95c65bb2f4d8d"
"Developments, Evolution, and Implications of National Diagnostic Criteria for COVID-19 in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085611896&doi=10.3389%2ffmed.2020.00242&partnerID=40&md5=0759a63176f24051e563bc7da164ad68"
"COVID-19 in Correctional and Detention Facilities - United States, February-April 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084692230&doi=10.15585%2fmmwr.mm6919e1&partnerID=40&md5=c95bb6341b013cd720191115b2d7e1a5"
"Therapeutic Options for Coronavirus Disease 2019 (COVID-19) - Modulation of Type I Interferon Response as a Promising Strategy?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085743204&doi=10.3389%2ffpubh.2020.00185&partnerID=40&md5=bbb1a25584a67492d32f372b7a727479"
"Coronavirus: a clinical update of Covid-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084962989&doi=10.1590%2f1806-9282.66.2.116&partnerID=40&md5=ccc5b9ddeab77ea25a0edafb6fba4a1f"
"Remdesivir is a direct-acting antiviral that inhibits RNA-dependent RNA polymerase from severe acute respiratory syndrome coronavirus 2 with high potency","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084683781&doi=10.1074%2fjbc.RA120.013679&partnerID=40&md5=dc0038e0a3472fd2c7928a6555d1dc7d"
"The Architecture of SARS-CoV-2 Transcriptome","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083509190&doi=10.1016%2fj.cell.2020.04.011&partnerID=40&md5=4cbd41d6446d88b0e05ae509cc6ea038"
"Inhibition of SARS-CoV-2 Infections in Engineered Human Tissues Using Clinical-Grade Soluble Human ACE2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083498362&doi=10.1016%2fj.cell.2020.04.004&partnerID=40&md5=074df5f3a670fd4281359082790316c2"
"Development of CRISPR as an Antiviral Strategy to Combat SARS-CoV-2 and Influenza","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083892152&doi=10.1016%2fj.cell.2020.04.020&partnerID=40&md5=c3255693d83d4fbfcaf12fcf8b15653e"
"SnapShot: COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084365446&doi=10.1016%2fj.cell.2020.04.013&partnerID=40&md5=3cc71f0ecb1d97cbbf03c635c0a5d533"
"Safeguarding children with long-term conditions from COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084785693&doi=10.12968%2fbjon.2020.29.9.533&partnerID=40&md5=fc3c8e44b4fd6eb829daaa5920173662"
"Clinical efficacy of hydroxychloroquine in patients with covid-19 pneumonia who require oxygen: Observational comparative study using routine care data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084787377&doi=10.1136%2fbmj.m1844&partnerID=40&md5=649ed86dcd6307e876ebdf90abc13fc8"
"Infection and Rapid Transmission of SARS-CoV-2 in Ferrets","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083156549&doi=10.1016%2fj.chom.2020.03.023&partnerID=40&md5=d9c8621358e3762d9121eec618025a70"
"SARS-CoV-2: A New Song Recalls an Old Melody","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084251919&doi=10.1016%2fj.chom.2020.04.019&partnerID=40&md5=2aad18d51a1bad8180192ea2897e5103"
"An Infectious cDNA Clone of SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083529350&doi=10.1016%2fj.chom.2020.04.004&partnerID=40&md5=c467c7c518db254ca122b831845c94f4"
"Introducing the ""corona Curtain"": An innovative technique to prevent airborne COVID-19 exposure during emergent intubations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085123618&doi=10.1186%2fs13037-020-00247-5&partnerID=40&md5=54e0ad9fd7f76923bfd4584219771538"
"TMPRSS2 and TMPRSS4 promote SARS-CoV-2 infection of human small intestinal enterocytes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084625747&doi=10.1126%2fsciimmunol.abc3582&partnerID=40&md5=11b160ac57aaafbe19978bfe7f6d7935"
"The role of passive immunization in the age of SARS-CoV-2: An update","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084627528&doi=10.1186%2fs40001-020-00414-5&partnerID=40&md5=50ceb52ccc1f4935b6aeb46b685ab90e"
"Clinical Characteristics of Coronavirus Disease 2019 in the Netherlands [SARS-CoV-2 in Nederland: de kliniek van een nieuw virus]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084627688&partnerID=40&md5=a66b6409e2f1656855a376910c6df1f2"
"The novel immunomodulatory biologic LMWF5A for pharmacological attenuation of the ""cytokine storm"" in COVID-19 patients: A hypothesis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085099290&doi=10.1186%2fs13037-020-00248-4&partnerID=40&md5=6cc7a0463e6df8b5ca9504da25f82735"
"How we treat patients with brain tumour during the COVID-19 pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084787830&doi=10.1136%2fesmoopen-2020-000789&partnerID=40&md5=25ab4ea6a7907babe07b6c8a2f126a03"
"Severe COVID-19: A Review of Recent Progress With a Look Toward the Future","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085368452&doi=10.3389%2ffpubh.2020.00189&partnerID=40&md5=0c8f4460a9bcd6b7d731b28b16319c64"
"Care of ophthalmological patients during the COVID-19 pandemic: A rapid scoping review [Atención de pacientes oftalmológicos durante la pandemia COVID-19: revisión panorámica rápida]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085905644&doi=10.5867%2fmedwave.2020.04.7902&partnerID=40&md5=591ef94c336afb13b96b14b28c23a851"
"Hypogeusia as the initial presenting symptom of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084626236&doi=10.1136%2fbcr-2020-236080&partnerID=40&md5=10e4af06af06871e4d98d06b37fe0516"
"Renin-angiotensin-aldosterone blockers and Covic-19 infection : friends or enemies ? [Les bloqueurs du système rénine-angiotensine-aldostérone en temps de pandémie Covid-19 : amis ou ennemis ?]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084695623&partnerID=40&md5=b35ab286e74270c7360b04de11c074a1"
"Rational Vaccine Design in the Time of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084788006&doi=10.1016%2fj.chom.2020.04.022&partnerID=40&md5=1d035be9cf1e6301b3d21c52fc3f546a"
"How we treat patients with lung cancer during the SARS-CoV-2 pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084787649&doi=10.1136%2fesmoopen-2020-000785&partnerID=40&md5=2642ff788306dc4bb007be923735f446"
"Highlight of Immune Pathogenic Response and Hematopathologic Effect in SARS-CoV, MERS-CoV, and SARS-Cov-2 Infection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085381188&doi=10.3389%2ffimmu.2020.01022&partnerID=40&md5=7209b0de758738d0f769c484d5d50cf7"
"COVID-19 vulnerability: The potential impact of genetic susceptibility and airborne transmission","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084615081&doi=10.1186%2fs40246-020-00267-3&partnerID=40&md5=f8b28005897c9a6d25163b1b16be8189"
"Challenges and burden of the Coronavirus 2019 (COVID-19) pandemic for child and adolescent mental health: A narrative review to highlight clinical and research needs in the acute phase and the long return to normality","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085118675&doi=10.1186%2fs13034-020-00329-3&partnerID=40&md5=b521813d0afe347ca32aadcffca687aa"
"Pharmacologic Treatments for Coronavirus Disease 2019 (COVID-19): A Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083191572&doi=10.1001%2fjama.2020.6019&partnerID=40&md5=d08591b306250024b3c0b54e029404f2"
"Clinical Characteristics of 5 COVID-19 Cases With Non-respiratory Symptoms as the First Manifestation in Children","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085394955&doi=10.3389%2ffped.2020.00258&partnerID=40&md5=c483f5e60707a549f0314da1bcf7a956"
"COVID-19: The Conjunction of Events Leading to the Coronavirus Pandemic and Lessons to Learn for Future Threats","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085346969&doi=10.3389%2ffmed.2020.00223&partnerID=40&md5=b33014e027eb6b3e9e90824353b6d9fc"
"Spread and dynamics of the COVID-19 epidemic in Italy: Effects of emergency containment measures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084502681&doi=10.1073%2fpnas.2004978117&partnerID=40&md5=491843db9e4c1663b3d214baf2e01dfb"
"Allo-priming as a universal anti-viral vaccine: Protecting elderly from current COVID-19 and any future unknown viral outbreak","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084597005&doi=10.1186%2fs12967-020-02363-3&partnerID=40&md5=f94404e82378b3c3cabd0df0b3a4256f"
"Drug repurposing against COVID-19: Focus on anticancer agents","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084613179&doi=10.1186%2fs13046-020-01590-2&partnerID=40&md5=8e34c206ae60a7e2ec7c4e10e0483d87"
"Implications of COVID-19 Outbreak on Immune Therapies in Multiple Sclerosis Patients—Lessons Learned From SARS and MERS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085358822&doi=10.3389%2ffimmu.2020.01059&partnerID=40&md5=888bc2da2e3c3046d89103ab434106e6"
"HIV and SARS-Coronavirus-2 Epidemics: Possible Interactions and Need for Studies, Especially in Africa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085344465&doi=10.3389%2ffmed.2020.00216&partnerID=40&md5=f1787f95213ab5d36495f7ccae3455d2"
"Rethinking the Optimal Duration of Immune Checkpoint Inhibitors in Non-small Cell Lung Cancer Throughout the COVID-19 Pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085492375&doi=10.3389%2ffonc.2020.00862&partnerID=40&md5=1f972919f00dd39334bc26fca83b2f6c"
"Lack of clinical evidence for the use of hydroxychloroquine to treat SARS-CoV-2 infection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084625330&partnerID=40&md5=af18dcc08b4d368e8fe1195cb9ca953c"
"Perceived infection transmission routes, infection control practices, psychosocial changes, and management of COVID-19 infected healthcare workers in a tertiary acute care hospital in Wuhan: A cross-sectional survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084605471&doi=10.1186%2fs40779-020-00254-8&partnerID=40&md5=a42b9c777a3e82fd33bc5bc798ff0e2c"
"Characteristics of Peripheral Lymphocyte Subset Alteration in COVID-19 Pneumonia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084130698&doi=10.1093%2finfdis%2fjiaa150&partnerID=40&md5=fba546550f4bf0633055d19854980e2b"
"Preparing your intensive care unit for the COVID-19 pandemic: Practical considerations and strategies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084539738&doi=10.1186%2fs13054-020-02916-4&partnerID=40&md5=f335b979e596201f89e138f1712401ec"
"Human Challenge Studies to Accelerate Coronavirus Vaccine Licensure","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084527394&doi=10.1093%2finfdis%2fjiaa152&partnerID=40&md5=aa4ad8167b5909e08897d690e48fadaf"
"Current state of knowledge about SARS-CoV-2 and COVID-19 disease in pregnant women","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084721507&doi=10.12659%2fMSM.924725&partnerID=40&md5=9ce64801d16ffc7710cacb5a1bb6c700"
"SARS-CoV-2 and viral sepsis: observations and hypotheses","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083509162&doi=10.1016%2fS0140-6736%2820%2930920-X&partnerID=40&md5=8e7a9f5099fe43cd873ca7d315a021bd"
"Could BCG Vaccination Induce Protective Trained Immunity for SARS-CoV-2?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085219477&doi=10.3389%2ffimmu.2020.00970&partnerID=40&md5=8fe2bd349aff081d6a1b16f7547aae24"
"A highly conserved cryptic epitope in the receptor binding domains of SARS-CoV-2 and SARS-CoV","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084612296&doi=10.1126%2fscience.abb7269&partnerID=40&md5=9bbfce34222ddc76a0fd07ec276dc8eb"
"Successful COVID-19 rescue therapy by extra-corporeal membrane oxygenation (ECMO) for respiratory failure: A case report","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085152128&doi=10.1186%2fs13037-020-00245-7&partnerID=40&md5=2f71cc0dbc9cdda43343ba5f2c4423f6"
"HiJAKing SARS-CoV-2? The potential role of JAK inhibitors in the management of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084694831&doi=10.1126%2fsciimmunol.abc5367&partnerID=40&md5=7e052ae6b949a3752a655e1b06a9f4cb"
"Clinical Time Features and Chest Imaging of 85 Patients With COVID-19 in Zhuhai, China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085107921&doi=10.3389%2ffmed.2020.00209&partnerID=40&md5=b37b6ab2ac4d7d602b793a712092c9f1"
"COVID-19, Australia: Epidemiology Report 14 (Reporting week to 23:59 AEST 3 May 2020)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084532680&doi=10.33321%2fcdi.2020.44.42&partnerID=40&md5=4f00771664ad49cfc3e42b9888ee3e32"
"Ocular infection and detection of coronavirus [冠状病毒眼部感染及检测]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084364308&doi=10.3980%2fj.issn.1672-5123.2020.5.41&partnerID=40&md5=8daa0d80ca76715fa1e28d0e8098508d"
"COVID-19 among workers in meat and poultry processing facilities - 19 states, April 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084327983&doi=10.15585%2fmmwr.mm6918e3&partnerID=40&md5=09e222f4b24ca49f719c2ff6a56328e7"
"Confinement Time Required to Avoid a Quick Rebound of COVID-19: Predictions From a Monte Carlo Stochastic Model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085128211&doi=10.3389%2ffphy.2020.00186&partnerID=40&md5=f35ef000e555bdfbbba996cb6bb534a4"
"COVID-19 and ECMO: The interplay between coagulation and inflammation - A narrative review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084693119&doi=10.1186%2fs13054-020-02925-3&partnerID=40&md5=23ad977f514b9fb625f85aef2d2b9024"
"Public health response to the initiation and spread of pandemic Covid-19 in the United States, February 24-April 21, 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084327805&doi=10.15585%2fmmwr.mm6918e2&partnerID=40&md5=d042c490b97c313d01a9a972e4e791eb"
"Chloroquine for COVID-19: Rationale, facts, hopes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084694016&doi=10.1186%2fs13054-020-02932-4&partnerID=40&md5=39720acc5651d51e24efc180705fafa0"
"Characteristics and clinical outcomes of adult patients hospitalized with Covid-19 - Georgia, March 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084328698&doi=10.15585%2fmmwr.mm6918e1&partnerID=40&md5=a8b0cfe933eff2cf1e413311ce476e36"
"Postoperative fever in the time of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084720623&doi=10.1503%2fcjs.004720&partnerID=40&md5=85b896cf5b58b542d6afd40283f562e4"
"Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083233315&doi=10.1021%2facsinfecdis.0c00052&partnerID=40&md5=55d6986c5790de9aa0bff5ad4c5d5f51"
"Using Probiotics to Flatten the Curve of Coronavirus Disease COVID-2019 Pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085213845&doi=10.3389%2ffpubh.2020.00186&partnerID=40&md5=69d5c422792e2a5d027f8c1ba69b7a55"
"A child with household transmitted COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084391421&doi=10.1186%2fs12879-020-05056-w&partnerID=40&md5=26db01c5e5bc92584219f31f0c409018"
"Near-complete genome sequence of a 2019 Novel Coronavirus (SARS-CoV-2) strain causing a COVID-19 case in Peru","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086224494&doi=10.1128%2fMRA.00303-20&partnerID=40&md5=b333fa00c1a27932eaaf31ab742e87c0"
"Extracellular HMGB1: A therapeutic target in severe pulmonary inflammation including COVID-19?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084405693&doi=10.1186%2fs10020-020-00172-4&partnerID=40&md5=4898176509d92fa7cb7015998549462c"
"Evaluation of commercial and automated SARS-CoV-2 IgG and IgA ELISAs using coronavirus disease (COVID-19) patient samples","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084627736&doi=10.2807%2f1560-7917.ES.2020.25.18.2000603&partnerID=40&md5=9126653c18db9756d773f53edbcd2535"
"Coronavirus Disease (COVID-19–SARS-CoV-2) and Nutrition: Is Infection in Italy Suggesting a Connection?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085174136&doi=10.3389%2ffimmu.2020.00944&partnerID=40&md5=61e65e6d7bf4d7cfc41cd5052e993a0d"
"The Society for Immunotherapy of Cancer perspective on regulation of interleukin-6 signaling in COVID-19-related systemic inflammatory response","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084721891&doi=10.1136%2fjitc-2020-000930&partnerID=40&md5=81c639b64c9cf453347e4a13542dbacd"
"A trial of lopinavir-ritonavir in adults hospitalized with severe covid-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082474264&doi=10.1056%2fNEJMoa2001282&partnerID=40&md5=4d6822bd574f74df61d00bb9ed7f51b4"
"Management of COVID-19-positive pediatric patients undergoing minimally invasive surgical procedures: Systematic review and recommendations of the board of European society of pediatric endoscopic surgeons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085389246&doi=10.3389%2ffped.2020.00259&partnerID=40&md5=af01934e3bc3de7664b50bd922a521a8"
"Updates on What ACS Reported: Emerging Evidences of COVID-19 with Nervous System Involvement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084271247&doi=10.1021%2facschemneuro.0c00181&partnerID=40&md5=1f488ce06ec6c85d5dade38da6e03ffb"
"Neurological Insights of COVID-19 Pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083875201&doi=10.1021%2facschemneuro.0c00201&partnerID=40&md5=7196a71c5d0fca3cf3433c1203ac428f"
"Venous thrombotic risk related to SARS-CoV-2 : prevalence, recommendations and perspectives [Risque thrombotique veineux induit par le SARS-CoV-2 : prévalence, recommandations et perspectives]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084379884&partnerID=40&md5=f0b96e0811fced506d4da99997f2f29f"
